ligand_id	library_id	docking_score_1d3g	docking_score_1d3h	docking_score_4igh	docking_score_6j3c
C09781911	dude_decoys_d	10.88856	11.07461	11.42214	11.36406
C09910170	dude_decoys_d	9.96777	10.18013	10.02224	9.83915
C04461434	dude_decoys_d	6.33201	5.19481	5.88037	6.73677
C04461430	dude_decoys_d	4.12187	5.78766	6.79173	7.40701
C12532119	dude_decoys_d	10.74153	10.32739	10.05951	10.45379
C12532120	dude_decoys_d	10.69471	10.68328	10.57242	10.46793
C18197768	dude_decoys_d	9.51218	9.85997	10.43023	10.24218
C20412265	dude_decoys_d	11.7831	11.72077	11.65648	11.96894
C20830200	dude_decoys_d	10.34294	10.13558	10.65899	9.86263
C21318890	dude_decoys_d	10.36085	11.01454	9.40277	10.09447
C21969810	dude_decoys_d	11.39938	11.93545	11.05563	11.46185
C35047224	dude_decoys_d	7.76874	8.15842	8.41947	9.31459
C36588407	dude_decoys_d	6.50539	9.62447	10.03672	8.79391
C36594217	dude_decoys_d	8.36296	9.07835	8.9308	9.88862
C14669751	dude_decoys_d	5.98973	6.44637	8.5013	7.51246
C39147148	dude_decoys_d	10.24129	10.92953	9.9483	10.1888
C39252397	dude_decoys_d	10.08352	10.36959	9.79937	10.10734
C39361528	dude_decoys_d	9.61546	10.63709	11.14261	11.27214
C39361530	dude_decoys_d	10.1333	10.58354	10.85355	11.09008
C39361709	dude_decoys_d	10.25241	10.51653	11.39219	11.29689
C39440377	dude_decoys_d	10.02571	10.18195	10.96399	11.91734
C39478465	dude_decoys_d	10.33144	10.46978	10.4531	10.88038
C39536209	dude_decoys_d	11.15292	11.46278	10.36111	10.79305
C39710088	dude_decoys_d	10.93708	11.52613	10.95337	11.27614
C39915901	dude_decoys_d	8.61909	9.54437	9.39942	9.80382
C39915913	dude_decoys_d	9.20267	10.1627	10.78875	10.35457
C39991239	dude_decoys_d	8.44522	9.94915	9.66286	10.11727
C43553344	dude_decoys_d	8.14273	9.53409	8.93191	8.53022
C43553645	dude_decoys_d	7.63385	8.1461	7.86043	7.79066
C20058151	dude_decoys_d	10.11715	10.34254	11.15129	11.42334
C20610541	dude_decoys_d	9.65523	9.3729	9.82837	11.16576
C20611497	dude_decoys_d	5.24786	6.76813	7.54331	3.76428
C15969627	dude_decoys_d	6.27709	6.66165	8.96321	6.55286
C00919719	dude_decoys_d	12.02261	11.64731	12.17762	12.58241
C01111485	dude_decoys_d	7.11748	5.76563	6.31774	5.79376
C31749172	dude_decoys_d	10.47898	10.61441	10.45577	11.3115
C59018465	dude_decoys_d	9.15148	9.49139	8.95347	9.19768
C59041496	dude_decoys_d	10.59327	10.51158	9.60947	10.18433
C33760579	dude_decoys_d	9.30519	9.36453	8.83743	9.48978
C59814715	dude_decoys_d	10.31319	10.24065	9.41261	10.01896
C60060166	dude_decoys_d	8.02636	9.20439	9.70109	9.36195
C15959872	dude_decoys_d	9.65876	9.78182	9.99985	10.84973
C64891036	dude_decoys_d	10.43728	10.6273	9.95123	11.16171
C65743030	dude_decoys_d	10.52639	9.78108	9.99423	10.78552
C09065487	dude_decoys_d	1.26399	-0.00754	2.91982	0.06116
C09065489	dude_decoys_d	6.85283	6.66995	8.57911	6.31125
C12958628	dude_decoys_d	11.55596	11.75834	11.5635	11.78411
C18198760	dude_decoys_d	5.4423	6.91737	7.78614	3.11036
C18198762	dude_decoys_d	4.9714	6.33923	7.708	6.89459
C01409025	dude_decoys_d	6.16735	3.41823	7.54623	5.75591
C09281838	dude_decoys_d	9.3055	9.58981	7.79782	7.95858
C21469768	dude_decoys_d	11.92059	11.7454	11.2736	11.85299
C23633404	dude_decoys_d	11.5599	10.5861	10.97619	12.4622
C25178652	dude_decoys_d	11.66221	10.2384	10.48281	11.11375
C28357279	dude_decoys_d	8.34988	8.52479	8.45224	7.61634
C00720154	dude_decoys_d	9.03454	9.19838	10.30118	10.10639
C33634610	dude_decoys_d	8.4471	9.56072	10.67478	11.20398
C01413464	dude_decoys_d	9.67342	11.634	12.29139	12.34911
C01413439	dude_decoys_d	9.98555	11.67659	10.99678	11.28512
C35444625	dude_decoys_d	8.67449	8.30524	9.49727	9.39758
C20041552	dude_decoys_d	9.63527	9.42882	8.74352	9.47723
C37295966	dude_decoys_d	7.55179	8.19845	8.67904	9.10278
C08951280	dude_decoys_d	7.77083	9.51076	9.74063	8.06205
C08951281	dude_decoys_d	7.59408	9.40401	6.2959	6.36282
C39533819	dude_decoys_d	9.11081	10.79018	9.5619	9.57068
C40028681	dude_decoys_d	2.81864	8.01417	9.00396	8.35186
C40030200	dude_decoys_d	10.23732	10.31574	10.65892	10.54727
C40077039	dude_decoys_d	7.49196	8.0508	8.26409	7.80176
C40082542	dude_decoys_d	8.5327	9.00825	8.88275	8.59088
C40084780	dude_decoys_d	8.6971	10.21775	10.74255	9.82123
C40091564	dude_decoys_d	8.91162	9.50224	9.52426	9.28058
C40093315	dude_decoys_d	8.90267	9.49891	9.49103	9.35899
C40102665	dude_decoys_d	10.93911	11.00654	10.87361	11.46481
C40102849	dude_decoys_d	11.57606	11.43245	11.76828	11.61256
C40102886	dude_decoys_d	10.12256	10.193	11.00303	11.72868
C40103070	dude_decoys_d	10.02724	10.12605	9.93943	10.73112
C40109082	dude_decoys_d	10.37257	10.34034	10.2325	11.02741
C40109177	dude_decoys_d	10.29771	10.87717	9.65045	10.20027
C40109398	dude_decoys_d	9.92845	10.34724	10.71299	11.65187
C40109609	dude_decoys_d	10.07695	10.83488	10.63007	10.80226
C40109617	dude_decoys_d	11.39966	11.33112	12.00253	11.29979
C40109923	dude_decoys_d	10.31099	10.77373	11.05232	10.50505
C40110235	dude_decoys_d	10.52279	10.74717	11.20553	11.07514
C40117513	dude_decoys_d	9.02602	8.95307	9.51842	9.88545
C40124297	dude_decoys_d	9.31237	10.5612	9.81329	10.84693
C40126020	dude_decoys_d	8.99154	9.41858	9.57894	9.21388
C40126021	dude_decoys_d	9.49448	9.69323	9.64552	10.17206
C40127249	dude_decoys_d	10.20583	10.14428	10.02081	10.82031
C39899319	dude_decoys_d	7.60836	9.63147	9.44611	10.15876
C44320599	dude_decoys_d	11.15883	11.70308	11.05263	11.33995
C44320640	dude_decoys_d	10.67433	10.67611	10.45969	11.33923
C15919921	dude_decoys_d	8.12275	8.55816	8.65488	8.77264
C39730422	dude_decoys_d	9.45579	8.90624	10.22371	8.00432
C32973172	dude_decoys_d	9.7506	10.87113	10.55131	10.86846
C16910793	dude_decoys_d	8.66038	9.48447	9.82602	9.45585
C19877658	dude_decoys_d	7.98513	8.31719	9.04896	9.97772
C20023736	dude_decoys_d	8.04619	7.81807	9.01531	9.30084
C20238502	dude_decoys_d	12.25237	11.14305	11.36275	12.19169
C13949239	dude_decoys_d	10.10739	10.54954	10.33127	9.62877
C21140594	dude_decoys_d	8.8125	9.91983	9.61201	9.9961
C23119099	dude_decoys_d	8.6379	10.22878	9.52235	9.80269
C23884914	dude_decoys_d	10.37908	10.96508	10.58195	10.86038
C26842302	dude_decoys_d	9.29998	10.20833	11.21908	10.52669
C18830939	dude_decoys_d	9.80782	9.91795	9.25181	9.96199
C32101861	dude_decoys_d	10.13293	10.534	9.31085	10.11423
C09373042	dude_decoys_d	7.87334	7.69759	8.0968	8.61989
C16247116	dude_decoys_d	8.04688	9.07584	8.61278	8.68421
C33516407	dude_decoys_d	8.61738	9.19586	8.05343	8.56003
C09541807	dude_decoys_d	9.1983	8.70829	9.64017	9.65712
C33760244	dude_decoys_d	8.69866	10.12556	10.19127	10.38567
C34923956	dude_decoys_d	3.99255	4.18022	6.66887	5.73438
C35003377	dude_decoys_d	9.57986	10.00547	9.89111	10.36457
C35420710	dude_decoys_d	8.62872	8.75503	10.72122	10.45454
C35912504	dude_decoys_d	12.64254	11.02817	12.11987	12.23281
C20604668	dude_decoys_d	8.11365	8.07147	9.43798	9.21301
C38678290	dude_decoys_d	10.38974	10.72159	9.96206	10.23416
C15936861	dude_decoys_d	9.50364	11.00307	10.5245	10.44303
C39557081	dude_decoys_d	9.81596	10.46437	10.02948	10.50906
C39835130	dude_decoys_d	10.25725	10.80524	11.16052	12.02289
C40003266	dude_decoys_d	7.75668	8.35539	9.32491	8.80129
C40003318	dude_decoys_d	8.54668	8.84849	10.21273	10.10275
C40176143	dude_decoys_d	10.03873	9.97781	10.16123	10.08867
C45940999	dude_decoys_d	7.07648	8.17402	9.40075	9.39941
C49511609	dude_decoys_d	9.881	9.63658	9.36374	9.77594
C58700510	dude_decoys_d	10.27095	10.23114	10.31167	10.64851
C59135569	dude_decoys_d	10.56335	9.45524	10.03958	10.05992
C59198202	dude_decoys_d	9.60204	9.2889	9.73829	9.81157
C59198413	dude_decoys_d	10.83905	11.00766	11.3022	11.30863
C59364662	dude_decoys_d	7.22474	7.74776	7.42183	7.01933
C59595246	dude_decoys_d	8.56872	9.44662	9.2403	10.00419
C59595621	dude_decoys_d	10.45697	10.58795	10.11661	10.91425
C59858158	dude_decoys_d	9.84304	10.23738	9.80809	10.62633
C59860570	dude_decoys_d	7.61456	8.85153	9.8694	9.11934
C39731262	dude_decoys_d	9.777	10.55608	10.12769	10.55436
C39775893	dude_decoys_d	7.69276	8.30216	6.39628	6.94598
C63448096	dude_decoys_d	7.34993	8.41204	8.56449	6.23887
C63467768	dude_decoys_d	7.44899	9.047	7.54454	6.83568
C63467807	dude_decoys_d	7.58717	7.60938	9.88191	10.6335
C01269684	dude_decoys_d	5.26783	8.53981	9.17767	8.70539
C08743100	dude_decoys_d	11.13368	10.97557	10.17519	12.03706
C64558443	dude_decoys_d	9.25728	8.40736	8.13221	7.73438
C45941059	dude_decoys_d	7.2391	8.40117	9.87772	9.55619
C45941087	dude_decoys_d	7.82419	9.68685	9.85627	10.12473
C40475365	dude_decoys_d	6.48074	8.31353	7.63261	6.31711
C02882801	dude_decoys_d	8.57081	9.36395	9.46276	9.92202
C04646578	dude_decoys_d	8.97349	8.60022	8.65812	9.09424
C13183957	dude_decoys_d	9.15076	9.34738	9.01238	9.63719
C13269857	dude_decoys_d	9.40286	9.74489	9.23988	9.75319
C13310659	dude_decoys_d	8.4689	8.3005	8.22504	8.32138
C13314559	dude_decoys_d	8.30337	8.77138	8.31259	8.97781
C13315285	dude_decoys_d	9.37374	9.73094	9.08014	9.45442
C13348202	dude_decoys_d	9.38838	9.42076	9.46431	9.74832
C13416765	dude_decoys_d	9.23672	9.07774	8.73183	9.44525
C16935538	dude_decoys_d	9.13058	9.04267	9.49526	9.64932
C25525938	dude_decoys_d	8.89244	9.40069	9.36632	9.87576
C29010762	dude_decoys_d	9.90638	10.22728	9.87643	10.3348
C38058851	dude_decoys_d	7.82109	7.92035	8.11216	8.88358
C11886144	dude_decoys_d	9.16165	9.26847	9.55182	9.63271
C40025599	dude_decoys_d	8.23473	8.89577	9.79982	9.27837
C40052783	dude_decoys_d	8.59244	9.55361	9.57766	9.57103
C40076069	dude_decoys_d	9.02289	9.32148	9.97103	11.17046
C40115629	dude_decoys_d	9.10014	9.63475	8.94697	9.4525
C40116914	dude_decoys_d	9.31874	9.22568	9.46452	9.93205
C40117090	dude_decoys_d	8.50701	9.26656	9.08663	9.65321
C41590019	dude_decoys_d	9.85024	10.05635	10.17484	10.05469
C42405832	dude_decoys_d	7.43137	7.15727	8.14586	8.19591
C02579387	dude_decoys_d	7.27009	7.5776	7.56296	7.81403
C44296253	dude_decoys_d	6.9848	7.3229	7.64612	7.86275
C02798634	dude_decoys_d	8.88278	8.65465	9.36706	9.29687
C48411071	dude_decoys_d	8.3986	8.25146	8.86345	8.56523
C54468355	dude_decoys_d	7.83475	7.46168	7.65064	8.42549
C55591348	dude_decoys_d	9.78651	10.54385	10.09678	10.16796
C55651578	dude_decoys_d	9.90725	10.10336	9.82625	10.29704
C55651800	dude_decoys_d	8.9296	9.01722	9.00731	9.12815
C15499861	dude_decoys_d	9.71342	10.13438	9.95313	9.75182
C58083193	dude_decoys_d	9.15037	8.97956	8.97197	9.15908
C58165917	dude_decoys_d	9.15279	9.27159	9.80549	10.05581
C58173051	dude_decoys_d	8.99634	9.74694	9.73089	9.73697
C58398005	dude_decoys_d	9.69981	9.75202	9.61174	9.9637
C58532293	dude_decoys_d	8.98569	8.93847	8.65637	9.14695
C16639265	dude_decoys_d	7.68922	8.42183	8.66054	8.64762
C60442700	dude_decoys_d	10.11619	10.26025	10.16827	10.43593
C62703644	dude_decoys_d	8.20123	8.36511	8.23963	8.56762
C62703647	dude_decoys_d	8.32663	8.468	8.3222	8.74786
C64474480	dude_decoys_d	9.80696	9.83068	9.79364	10.49192
C64965652	dude_decoys_d	10.25903	9.79526	10.62633	10.8947
C65941233	dude_decoys_d	10.4167	10.60083	9.96883	10.53727
C66399774	dude_decoys_d	9.38707	9.39142	9.09151	9.35406
C66629120	dude_decoys_d	9.18262	9.6382	9.07936	9.32095
C66737302	dude_decoys_d	8.74985	8.69957	8.56043	9.34822
C66776046	dude_decoys_d	6.99315	8.41613	9.0893	8.55899
C67028523	dude_decoys_d	6.79465	7.75162	7.84511	7.146
C67333252	dude_decoys_d	10.03374	10.04518	10.09162	10.49026
C67333254	dude_decoys_d	10.4151	10.08939	10.0099	10.53264
C04140505	dude_decoys_d	9.81497	10.59239	10.7844	10.88978
C04651511	dude_decoys_d	8.37888	8.78636	8.29622	9.02177
C01757358	dude_decoys_d	7.3291	7.8284	8.11736	8.25274
C02027947	dude_decoys_d	8.30011	8.87562	8.66936	8.52912
C05331269	dude_decoys_d	8.63884	8.58709	10.24822	10.99166
C06500173	dude_decoys_d	8.57485	9.47932	7.89621	7.56931
C00138127	dude_decoys_d	9.12301	10.64479	9.6261	9.92642
C12368466	dude_decoys_d	8.55622	8.61786	8.47869	8.9229
C17043848	dude_decoys_d	7.93056	8.21542	8.29495	8.75218
C20423463	dude_decoys_d	9.64452	9.18959	9.37244	9.60045
C06705433	dude_decoys_d	8.38986	8.06453	8.7645	10.16816
C23115395	dude_decoys_d	8.15159	8.28683	7.78509	8.30704
C25495047	dude_decoys_d	9.2277	8.95177	9.07614	8.67447
C34977884	dude_decoys_d	7.07596	6.88724	6.88994	7.24217
C35748810	dude_decoys_d	7.39731	7.36151	7.15491	7.41275
C36175487	dude_decoys_d	8.64447	8.7999	8.56149	8.99405
C37087480	dude_decoys_d	9.41007	10.22053	9.52732	9.97473
C37087482	dude_decoys_d	9.19605	9.64232	9.29621	9.59634
C37087515	dude_decoys_d	10.45184	10.24853	9.24022	9.8112
C37087592	dude_decoys_d	8.78807	9.70563	8.97261	9.70153
C37087682	dude_decoys_d	9.95657	10.16382	8.96316	8.80487
C37088766	dude_decoys_d	9.55968	9.71788	9.6243	9.9834
C37120579	dude_decoys_d	9.58899	9.86801	9.45394	9.8946
C37307650	dude_decoys_d	8.47337	8.4193	8.38646	8.70503
C13638589	dude_decoys_d	9.34522	9.60786	9.60565	9.98689
C37954354	dude_decoys_d	8.72037	8.82338	8.3778	9.18095
C37954552	dude_decoys_d	9.56933	8.887	9.85793	9.79475
C37954592	dude_decoys_d	7.51191	8.35405	8.35545	8.26298
C37957943	dude_decoys_d	9.8632	9.47235	9.50497	9.93838
C37962722	dude_decoys_d	8.63099	8.25127	8.91674	8.86068
C40144056	dude_decoys_d	6.44236	8.15016	7.77444	8.34942
C41579804	dude_decoys_d	9.39514	9.72467	9.13896	9.26843
C41758068	dude_decoys_d	9.38264	9.86647	8.62119	9.05531
C41763232	dude_decoys_d	8.24672	8.59121	8.48825	8.56936
C41764386	dude_decoys_d	9.01585	8.99895	8.54774	9.36405
C48389415	dude_decoys_d	8.30194	8.5275	7.65004	8.52916
C50047638	dude_decoys_d	7.94297	8.45255	7.78922	8.53025
C51718189	dude_decoys_d	8.53245	8.77675	8.48756	8.83433
C52258358	dude_decoys_d	7.57574	8.0196	8.45133	8.68811
C52262834	dude_decoys_d	8.19634	8.00235	7.45001	8.33404
C52263833	dude_decoys_d	8.31318	8.68394	8.09965	8.82019
C52263836	dude_decoys_d	7.36336	8.61685	7.42277	7.84858
C52264486	dude_decoys_d	7.77961	7.17792	7.45801	7.81962
C54558083	dude_decoys_d	8.52387	8.38287	7.24796	7.64195
C57630385	dude_decoys_d	7.48131	7.77552	7.20933	7.58807
C57988139	dude_decoys_d	9.67504	9.42899	9.39948	9.77807
C59267075	dude_decoys_d	8.90727	9.12537	8.20852	9.16056
C00262062	dude_decoys_d	8.17563	8.41622	8.49629	8.68088
C61825684	dude_decoys_d	7.83414	8.09517	8.15043	8.79802
C61830963	dude_decoys_d	8.75396	8.40313	8.54247	8.69754
C03646370	dude_decoys_d	5.82466	5.94042	9.59251	8.82558
C04122885	dude_decoys_d	11.09486	10.97452	10.6853	11.48631
C02798584	dude_decoys_d	7.61176	7.70758	8.12345	9.14941
C08251484	dude_decoys_d	9.45276	9.32085	8.96519	9.76754
C08874752	dude_decoys_d	9.88403	11.25476	10.96748	10.70523
C01287041	dude_decoys_d	11.25645	11.59837	11.51751	11.02309
C09249865	dude_decoys_d	9.23088	10.37578	9.7605	10.88953
C09635129	dude_decoys_d	11.49128	11.55401	11.01432	11.9922
C09763865	dude_decoys_d	8.27776	8.05082	9.52416	8.95842
C10322220	dude_decoys_d	11.65676	11.55141	10.54965	11.73003
C12104363	dude_decoys_d	10.09438	10.13983	9.96225	10.59899
C09672296	dude_decoys_d	12.06042	12.30142	12.00605	12.27131
C09730793	dude_decoys_d	10.06906	9.49911	9.60589	9.98076
C12547495	dude_decoys_d	8.46712	9.11119	9.29013	9.97249
C15678579	dude_decoys_d	10.4185	10.77802	10.40098	10.67353
C15764242	dude_decoys_d	11.3533	11.27447	10.25321	11.35166
C15809710	dude_decoys_d	9.77661	9.68511	9.47737	9.84066
C16154833	dude_decoys_d	10.37951	11.11508	10.05421	10.62449
C16186945	dude_decoys_d	10.0724	10.46498	9.43607	10.07374
C18200250	dude_decoys_d	-0.15901	2.79391	4.83693	1.90899
C20029225	dude_decoys_d	5.64532	7.73875	6.32524	6.47089
C20029358	dude_decoys_d	7.99069	7.91827	8.65026	7.82678
C22187869	dude_decoys_d	8.68502	8.72978	8.74543	8.47695
C23491205	dude_decoys_d	10.36638	9.8899	10.6114	11.59478
C25398725	dude_decoys_d	9.32856	10.6401	10.19176	10.93917
C28640904	dude_decoys_d	4.47255	5.21064	6.06143	4.31058
C29149909	dude_decoys_d	10.81359	9.84479	10.13734	10.32374
C28791567	dude_decoys_d	11.52319	11.36124	11.32686	11.23059
C32195249	dude_decoys_d	9.44108	10.6883	8.54849	9.47213
C33569014	dude_decoys_d	9.28668	9.93231	10.41556	10.29842
C34982739	dude_decoys_d	10.72507	10.44936	10.22711	10.816
C15924436	dude_decoys_d	10.84518	11.2586	10.70506	11.22032
C09430806	dude_decoys_d	10.345	10.68359	10.46024	11.16663
C01475976	dude_decoys_d	7.79718	8.42575	8.87906	8.57656
C39962636	dude_decoys_d	6.13361	6.1497	7.00166	8.40049
C39962637	dude_decoys_d	6.93835	7.35779	9.13822	9.24282
C40069163	dude_decoys_d	11.17102	11.00382	10.52669	10.64926
C02111609	dude_decoys_d	10.50806	11.0876	10.43854	11.41654
C44126663	dude_decoys_d	11.18388	11.49117	10.49654	11.38814
C46629104	dude_decoys_d	10.52994	10.68608	10.15993	10.95044
C00866872	dude_decoys_d	9.43056	9.93486	9.86851	10.37
C10840857	dude_decoys_d	9.72181	10.35184	9.99122	10.31416
C57914592	dude_decoys_d	9.31613	9.46853	10.06867	10.71124
C58324604	dude_decoys_d	10.4044	10.34833	10.18206	11.01961
C21558493	dude_decoys_d	10.28503	10.44454	9.51502	10.5373
C59037382	dude_decoys_d	11.57387	11.29241	11.29025	11.92799
C60169700	dude_decoys_d	10.30767	11.4268	10.40701	11.15728
C06325494	dude_decoys_d	9.66687	9.34871	9.89208	10.72672
C64701905	dude_decoys_d	9.76187	10.71362	9.25491	10.17937
C67288792	dude_decoys_d	10.57501	10.79489	11.30132	11.19236
C04227847	dude_decoys_d	9.94071	10.1062	9.56749	9.90584
C06086702	dude_decoys_d	8.96453	9.63153	9.35839	9.72732
C00078895	dude_decoys_d	9.42901	9.30253	8.93266	9.74364
C11886843	dude_decoys_d	8.43969	8.60378	8.34426	9.13024
C13087487	dude_decoys_d	8.63447	9.16288	8.31995	8.79423
C13088535	dude_decoys_d	9.4598	9.64265	9.25408	9.67078
C13183942	dude_decoys_d	9.04201	8.91285	8.75066	9.34731
C13185715	dude_decoys_d	8.87582	8.83703	8.68634	9.18481
C13347912	dude_decoys_d	9.20514	9.29919	9.28288	9.674
C13405704	dude_decoys_d	9.20521	9.278	9.02896	9.53344
C26041993	dude_decoys_d	8.75424	8.46391	8.31899	9.36412
C36666899	dude_decoys_d	8.53927	9.23074	8.57065	9.13069
C37554721	dude_decoys_d	8.66284	9.10327	9.33044	9.44344
C40126053	dude_decoys_d	10.18231	10.14104	10.18032	10.22605
C40691271	dude_decoys_d	9.20429	8.93714	9.03367	9.41019
C41627224	dude_decoys_d	9.58975	9.85581	9.45821	10.13033
C41631986	dude_decoys_d	8.57475	8.68724	8.85194	9.13513
C42710117	dude_decoys_d	8.5261	8.34638	8.29857	8.59672
C26263290	dude_decoys_d	10.13574	10.52544	10.11434	10.6969
C02505665	dude_decoys_d	8.31352	8.4675	8.05829	8.87616
C44831627	dude_decoys_d	9.90319	9.93256	9.82532	10.14876
C44831630	dude_decoys_d	10.00746	10.08847	10.02689	10.23511
C44831648	dude_decoys_d	10.27553	9.59905	9.87488	10.64201
C25348753	dude_decoys_d	9.50729	9.3553	9.49868	9.76227
C13078108	dude_decoys_d	9.14757	9.4927	9.24338	9.49387
C48382388	dude_decoys_d	7.13774	8.67257	7.87328	8.34557
C48382391	dude_decoys_d	7.51782	8.82271	8.21014	9.38499
C48382402	dude_decoys_d	8.16174	8.6668	8.60494	9.05885
C49527491	dude_decoys_d	8.46869	8.12468	7.99567	8.4938
C55565477	dude_decoys_d	9.36527	9.74458	9.37957	9.75593
C55591460	dude_decoys_d	9.60409	9.77132	9.18064	9.40273
C55611518	dude_decoys_d	9.42397	9.72201	9.43275	9.4468
C55611617	dude_decoys_d	9.17803	9.70639	9.51658	9.51938
C55622810	dude_decoys_d	10.17734	10.58882	9.32122	10.15386
C55639517	dude_decoys_d	9.22969	10.19409	9.53544	9.20382
C05907339	dude_decoys_d	7.46033	8.31822	9.14578	9.14048
C58121400	dude_decoys_d	9.26886	9.68021	9.51656	9.46499
C15702316	dude_decoys_d	9.70582	10.10419	10.03922	9.76443
C58247891	dude_decoys_d	9.10833	9.45261	8.97967	9.55934
C13945437	dude_decoys_d	9.01099	8.59986	9.54786	10.28025
C62073118	dude_decoys_d	10.29196	10.26362	9.73471	10.28692
C62074529	dude_decoys_d	9.98257	10.07102	9.51287	10.13206
C62703066	dude_decoys_d	7.89899	8.3086	8.06389	8.31769
C00672204	dude_decoys_d	9.14016	9.11298	8.89018	9.40592
C18130444	dude_decoys_d	10.07216	9.55344	9.88071	10.38342
C65027524	dude_decoys_d	7.57797	8.1791	8.0394	8.28449
C55595068	dude_decoys_e	9.36251	9.65296	9.528	9.40193
C66431035	dude_decoys_e	9.65281	9.28032	9.65702	10.16221
C66582074	dude_decoys_e	8.51268	9.09954	8.69582	9.76291
C67330956	dude_decoys_e	9.95662	9.9005	10.42214	10.60328
C04218570	dude_decoys_e	8.56899	8.22557	7.98863	8.58009
C08027062	dude_decoys_e	7.94298	8.0847	8.16191	8.29297
C19265263	dude_decoys_e	8.57263	8.64525	8.51113	8.70334
C21013833	dude_decoys_e	7.76717	7.88948	7.77077	8.13449
C26565650	dude_decoys_e	8.33512	8.64055	8.24608	8.67814
C30017526	dude_decoys_e	7.65596	8.35787	8.29226	8.60322
C32071916	dude_decoys_e	8.53002	8.54262	8.2151	8.4648
C32182994	dude_decoys_e	8.19396	8.11596	8.06614	8.22293
C33444410	dude_decoys_e	8.60738	8.2789	8.76557	8.49598
C33444414	dude_decoys_e	8.29542	8.26709	8.35507	8.77128
C33508387	dude_decoys_e	9.47125	9.01461	9.23432	9.5278
C31775962	dude_decoys_e	8.11431	8.14042	8.03539	8.2447
C36838345	dude_decoys_e	7.60709	7.9925	7.96216	8.27123
C37013544	dude_decoys_e	7.47976	7.42466	7.22155	7.92429
C37365285	dude_decoys_e	8.18607	8.23198	7.53849	8.12601
C37425338	dude_decoys_e	7.15772	7.36244	7.00401	7.26195
C37464835	dude_decoys_e	7.30419	7.926	7.12225	7.48028
C37467121	dude_decoys_e	7.62982	7.99649	7.91966	8.19055
C37585838	dude_decoys_e	7.00744	7.08514	7.29805	7.39561
C37586775	dude_decoys_e	6.20953	7.04458	6.59857	7.03139
C37792917	dude_decoys_e	8.74348	8.32811	8.16321	8.28347
C37794080	dude_decoys_e	8.30648	8.49923	7.83406	8.48604
C37834911	dude_decoys_e	7.75375	7.96675	7.5163	8.28209
C37843589	dude_decoys_e	7.45678	7.46478	7.61462	8.18459
C38098479	dude_decoys_e	7.38523	7.70959	7.36645	7.58037
C37420007	dude_decoys_e	8.16224	8.27136	8.17086	8.40038
C39281020	dude_decoys_e	8.06111	8.10815	8.18247	8.60817
C40216537	dude_decoys_e	8.55097	8.64234	8.01612	8.66937
C41667457	dude_decoys_e	8.14785	8.26549	7.69124	8.22782
C42402921	dude_decoys_e	7.10856	7.28589	6.98958	7.34382
C42522957	dude_decoys_e	7.17163	7.30016	7.11043	7.24454
C42596395	dude_decoys_e	7.80728	7.95483	8.31806	8.85937
C42793843	dude_decoys_e	8.03676	7.93025	7.85343	8.23763
C43370783	dude_decoys_e	7.62663	8.14289	8.19846	8.51727
C45090837	dude_decoys_e	7.42368	7.81465	7.88104	8.12183
C45090882	dude_decoys_e	7.64722	8.02381	8.33699	8.65515
C48505853	dude_decoys_e	7.5736	6.95497	7.29624	7.28317
C48996286	dude_decoys_e	7.78878	8.09456	7.88175	8.24661
C49188336	dude_decoys_e	7.83381	7.41823	7.98828	8.3729
C49220575	dude_decoys_e	7.84251	8.14994	8.61773	8.13577
C50196100	dude_decoys_e	7.7412	8.2584	7.93805	8.85193
C50349205	dude_decoys_e	6.55071	7.76812	7.54177	7.89979
C50370509	dude_decoys_e	7.5135	7.7412	7.79304	7.53301
C57411901	dude_decoys_e	7.7585	8.06546	7.71298	8.28347
C61214108	dude_decoys_e	7.81341	7.59976	7.50816	7.65929
C61363568	dude_decoys_e	7.92225	8.14595	7.90942	8.42491
C61369420	dude_decoys_e	8.0492	8.03008	8.71115	8.62722
C66582274	dude_decoys_e	8.28023	8.49374	8.02705	8.55955
C66823158	dude_decoys_e	7.86783	8.11046	8.16224	8.41698
C67647872	dude_decoys_e	6.70652	7.90085	8.129	8.19979
C03287843	dude_decoys_e	9.20663	9.32314	8.87495	9.71132
C07890531	dude_decoys_e	9.00888	8.89879	8.87594	9.40806
C08703110	dude_decoys_e	9.37313	9.07364	9.098	9.39003
C11666862	dude_decoys_e	10.57114	10.46674	10.11314	10.68193
C13013429	dude_decoys_e	9.45203	8.96871	9.57556	9.71757
C13077853	dude_decoys_e	11.01514	10.51464	10.68601	11.51535
C13080429	dude_decoys_e	10.49274	10.2748	9.90144	10.88622
C13089479	dude_decoys_e	8.47017	8.8975	8.73438	9.16792
C13167746	dude_decoys_e	9.90233	9.8707	9.52126	10.20648
C13248396	dude_decoys_e	10.34804	10.10161	9.93339	10.57997
C13248552	dude_decoys_e	10.13323	10.34199	9.74942	10.49567
C13349951	dude_decoys_e	9.68421	9.66299	9.58235	10.07883
C13413681	dude_decoys_e	9.50953	9.62164	9.64651	10.23179
C13426723	dude_decoys_e	11.80077	11.4323	11.27334	11.97205
C13442539	dude_decoys_e	9.93658	10.0422	9.69498	10.34611
C16711945	dude_decoys_e	9.9109	10.05247	9.7471	10.22626
