ligand_id	library_id	docking_score_1d3g	docking_score_1d3h	docking_score_4igh	docking_score_6j3c
C39521590	dude_decoys_b	1.7480953932	2.1595273018	2.0398695469	1.5549240112
C35551132	dude_decoys_b	1.7350177765	3.7148742676	2.6508162022	1.4407764673
C12884760	dude_decoys_b	2.7483539581	2.4543309212	1.7573647499	1.5928833485
C05903098	dude_decoys_b	0.2989771962	0.4918025136	1.5543177128	0.8251640201
C05427828	dude_decoys_b	1.1002665758	2.3022668362	2.5388381481	2.7629806995
C41890271	dude_decoys_b	1.2720830441	2.404967308	3.4796204567	0.9764448404
C43758842	dude_decoys_b	2.7836954594	2.9464745522	3.388474226	2.3341269493
C48547316	dude_decoys_b	2.4038374424	2.0002753735	2.059876442	1.0844763517
C37335922	dude_decoys_b	0.7359662056	1.3374420404	1.7458957434	1.6964006424
C03796232	dude_decoys_b	2.1816186905	2.9644742012	2.2353723049	1.5883746147
C65096757	dude_decoys_b	0.8108549714	2.5175287724	0.9547840953	2.9340527058
C02130657	dude_decoys_b	2.1197259426	1.8392901421	2.4421505928	2.3423769474
C13590806	dude_decoys_b	1.1092584133	1.1519812346	0.9819645882	1.1651517153
C21548829	dude_decoys_b	2.0645503998	1.2613377571	1.3689961433	3.1040272713
C19297091	dude_decoys_b	0.7167278528	0.6284629703	1.9363057613	2.2148702145
C35482069	dude_decoys_b	0.7119668126	1.6454125643	2.8161399364	1.1212730408
C40022711	dude_decoys_b	3.9193127155	0.8894130588	3.3701541424	0.6054780483
C36392193	dude_decoys_b	3.2002062798	2.978284359	0.7321431637	0.94645226
C39887704	dude_decoys_b	3.7226366997	3.4682812691	3.4568259716	3.6371865273
C37575980	dude_decoys_b	3.8007130623	3.6515197754	2.3082275391	5.1322622299
C44320458	dude_decoys_b	1.3713436127	1.0115126371	1.5882878304	2.4263029099
C06553328	dude_decoys_b	1.6102393866	1.9085485935	0.831117332	1.6571352482
C44320459	dude_decoys_b	1.9217914343	1.7602847815	2.4994609356	1.0981032848
C37959762	dude_decoys_b	1.2703561783	0.7342951298	2.6036131382	1.0057866573
C49415665	dude_decoys_b	1.2567759752	0.6883713007	0.4208838642	0.5507785082
C39887513	dude_decoys_b	3.3401682377	2.8462772369	3.8196427822	3.2030954361
C40147983	dude_decoys_b	3.5943357944	3.5063478947	2.4150326252	3.7016689777
C49526406	dude_decoys_b	1.7165150642	2.167372942	2.9583477974	1.3904658556
C02416031	dude_decoys_b	2.3815088272	2.6116569042	2.2703852654	2.3340573311
C38154169	dude_decoys_b	3.1633048058	2.146024704	2.8476672173	3.2104816437
C36176101	dude_decoys_c	1.3136452436	1.2807923555	3.7442464828	0.7759540677
C34132147	dude_decoys_c	3.2580993176	4.1434183121	1.7525289059	2.5119597912
C50358888	dude_decoys_c	3.5966339111	3.7304961681	2.5651438236	2.2979683876
C66606452	dude_decoys_c	6.1750268936	1.9047089815	4.3320569992	4.4818930626
C61829356	dude_decoys_c	4.8562612534	2.7198398113	1.5393123627	1.8638215065
C18029534	dude_decoys_c	3.7269086838	3.6172914505	2.2077605724	2.6480300426
C03597694	dude_decoys_c	0.7060859799	1.9574282169	1.4917602539	1.5864831209
C05974726	dude_decoys_c	1.7130191326	2.1010117531	0.9761471748	1.6543158293
C20582938	dude_decoys_c	3.6447675228	2.9415049553	2.9855544567	3.2631726265
C05427677	dude_decoys_c	2.3443744183	5.1293683052	2.7920706272	1.6045538187
C40385711	dude_decoys_c	1.0691980124	0.5559130311	0.5356711149	2.1449730396
C13179994	dude_decoys_c	4.3395013809	4.628537178	3.6687431335	3.0334408283
C63579591	dude_decoys_c	4.4762783051	5.1882414818	4.6514086723	5.1462473869
C08419264	dude_decoys_c	3.1989767551	5.1684188843	3.5260460377	4.0630927086
C06748433	dude_decoys_c	1.9306735992	3.8862130642	1.4718846083	2.3959355354
C24600767	dude_decoys_c	4.9800539017	4.3355212212	3.6779699326	4.3748207092
C28165534	dude_decoys_c	2.6665673256	2.7112872601	2.2177944183	2.1566224098
C05332639	dude_decoys_c	3.5562212467	3.4863145351	2.8299255371	1.7766034603
C59678284	dude_decoys_c	4.7298769951	1.4005281925	4.1682925224	3.9926068783
C40124482	dude_decoys_c	2.9834468365	2.1452291012	2.5554664135	1.3157526255
C45110740	dude_decoys_c	3.6446478367	3.4000840187	2.8892295361	3.5693128109
C12600465	dude_decoys_c	5.0449652672	2.2551763058	3.1366426945	4.5031023026
C08684059	dude_decoys_c	5.6990323067	4.0421128273	4.4968113899	3.0811724663
C40124483	dude_decoys_c	3.2697823048	1.1137938499	1.3058720827	2.9533622265
C44602520	dude_decoys_c	2.2608296871	2.4083461761	2.8140144348	2.4210035801
C49593792	dude_decoys_c	2.1753413677	2.7925956249	1.1768277884	1.1121577024
C63579825	dude_decoys_c	4.4450411797	2.1853921413	2.4636466503	4.0978603363
C33380942	dude_decoys_c	2.0812091827	3.2773454189	2.0838150978	1.9454666376
C40285833	dude_decoys_c	2.8362531662	2.3647716045	2.6524868011	2.5531024933
C03864919	dude_decoys_c	2.9949924946	5.2253317833	3.2144210339	5.1693701744
C41948029	dude_decoys_c	2.8717784882	3.6979382038	2.6064407825	3.2814428806
C48606407	dude_decoys_c	2.5865955353	2.763209343	1.2686883211	1.4656538963
C40285466	dude_decoys_c	2.4927639961	3.8386981487	2.5776002407	2.9419105053
C03876906	dude_decoys_c	2.0149621964	3.3844635487	3.0424678326	2.8506560326
C49594698	dude_decoys_c	2.8805646896	2.846973896	2.2161905766	1.7994742393
C35424890	dude_decoys_c	3.110514164	2.8712325096	2.1468095779	1.6588563919
C39463463	dude_decoys_c	3.0812983513	1.6260763407	3.2648797035	2.1796393394
C37497284	dude_decoys_c	3.5971200466	3.6472833157	2.3985285759	2.6182560921
C41676200	dude_decoys_c	2.8379576206	3.3204553127	0.9670363069	3.5618166924
C05818174	dude_decoys_c	3.0339705944	1.9822131395	3.9687826633	1.3629285097
C30823693	dude_decoys_c	4.2231545448	3.7605490685	2.6634340286	2.4408178329
C18058014	dude_decoys_c	1.8129425049	2.8069958687	1.8104038239	1.0889880657
C11804220	dude_decoys_c	6.7615432739	6.2006430626	5.3538303375	4.9907026291
C11750828	dude_decoys_c	1.6581586599	3.6804482937	3.3342680931	2.7020208836
C50044059	dude_decoys_c	1.378154397	4.1233415604	4.3665513992	3.4968619347
C01290343	dude_decoys_c	3.5165808201	3.7348177433	2.2325572968	2.8658409119
C48390870	dude_decoys_c	2.499730587	4.8385872841	3.5020787716	2.2273225784
C35188838	dude_decoys_c	3.2903609276	4.6603236198	2.866096735	2.9538345337
C00711602	dude_decoys_c	5.344171524	5.7908921242	2.2013266087	2.3896741867
C12384537	dude_decoys_c	0.6795222759	3.0697729588	2.5486254692	2.563696146
C37411782	dude_decoys_c	3.2858364582	2.9228262901	1.1543724537	1.6266237497
C04638189	dude_decoys_c	1.2461965084	1.656607151	1.7530231476	0.9521472454
C40224510	dude_decoys_c	2.9354095459	3.0618944168	2.1480131149	2.4530420303
C28380068	dude_decoys_c	3.3289270401	1.6489983797	3.4482228756	3.9937474728
C48518264	dude_decoys_c	2.9555792809	3.7138192654	3.7777805328	2.6318712234
C66579008	dude_decoys_c	4.8533248901	1.5270125866	2.6509106159	4.2936544418
C30822890	dude_decoys_c	5.6409521103	2.4479672909	3.2017161846	2.5093884468
C62190694	dude_decoys_c	4.1907587051	4.7840924263	2.9967133999	3.5460896492
C05427143	dude_decoys_c	4.8213124275	5.0825190544	4.2012004852	4.0142807961
C48623036	dude_decoys_c	3.1031284332	3.0357985497	2.0260426998	2.4931948185
C57656667	dude_decoys_c	4.7022809982	3.74071908	1.5773617029	4.6596384048
C20799481	dude_decoys_c	2.9826476574	2.8375616074	0.6691703796	3.1349041462
C32741323	dude_decoys_c	1.5158741474	3.0443170071	4.220896244	1.3865222931
C39871533	dude_decoys_c	2.2345144749	3.4276823997	3.6741559505	4.1635828018
C59182267	dude_decoys_c	4.0483121872	4.3255720139	5.3070402145	5.7668061256
C61839392	dude_decoys_c	1.9810727835	3.1739401817	2.3705840111	2.2129137516
C54310752	dude_decoys_c	3.0299327374	3.6899368763	3.9827990532	2.2226309776
C13255266	dude_decoys_c	3.3687748909	3.1704368591	2.542001009	2.8461918831
C08062877	dude_decoys_c	1.9602460861	1.9080867767	1.7942698002	1.1337456703
C35425934	dude_decoys_c	3.1369321346	4.4531240463	2.1262507439	2.6245377064
C40161162	dude_decoys_c	4.402618885	5.1396622658	4.496078968	4.2183771133
C13142207	dude_decoys_c	3.6560931206	4.1761102676	3.3785727024	3.4426333904
C08783606	dude_decoys_c	4.3169631958	5.4876995087	3.9785985947	4.0985579491
C41460900	dude_decoys_c	3.0696969032	3.2746036053	2.7696156502	2.1158235073
C48440873	dude_decoys_c	3.2892699242	2.3960344791	3.1068048477	3.3039855957
C40285831	dude_decoys_c	2.7986283302	1.982485652	2.1246705055	2.125549078
C01777284	dude_decoys_c	3.0009548664	1.7540324926	2.1570513248	2.3454349041
C00354860	dude_decoys_c	3.286796093	2.1825070381	1.6751894951	2.533087492
C37437356	dude_decoys_c	4.3541903496	4.2950296402	2.5038616657	2.2537689209
C00518470	dude_decoys_c	0.9219688177	3.6876380444	1.6512504816	0.4945786595
C00938064	dude_decoys_c	2.3427164555	0.5419390798	1.5755996704	2.7140548229
C40475833	dude_decoys_c	2.841145277	4.4416294098	1.6359246969	1.5861947536
C06204557	dude_decoys_c	2.6037218571	3.6780011654	2.8986825943	4.0372881889
C50129251	dude_decoys_c	5.2998890877	4.5634007454	2.9310770035	4.90670681
C44223424	dude_decoys_c	2.6875085831	1.6451146603	2.4686160088	1.2586944103
C61718886	dude_decoys_c	2.6800949574	3.2210271358	0.5916596055	2.7337658405
C36391195	dude_decoys_c	2.7976965904	3.1777982712	4.938164711	3.4892446995
C41606743	dude_decoys_c	5.3500509262	2.6308412552	1.4911711216	5.0840377808
C35412411	dude_decoys_c	3.3413357735	2.9817643166	2.5670986176	2.1408576965
C54131094	dude_decoys_c	2.3574113846	2.4994854927	2.01146698	1.6740225554
C40555797	dude_decoys_c	4.1318860054	4.8832998276	2.0607500076	3.330540657
C20188597	dude_decoys_c	1.5058324337	1.6746590137	1.3722474575	1.0609916449
C49592262	dude_decoys_c	2.2844853401	1.2104684114	1.7791454792	1.7615330219
C66408580	dude_decoys_c	1.7758342028	2.0194251537	2.8244497776	2.9382097721
C41628272	dude_decoys_c	4.9457345009	4.1152105331	2.9467177391	3.9299783707
C16929166	dude_decoys_c	1.2200005054	4.5997095108	2.042920351	1.1388938427
C46017804	dude_decoys_c	5.5612454414	4.9439821243	2.5483455658	1.2754874229
C48625078	dude_decoys_c	2.1482563019	3.4457018375	4.9393525124	5.0303115845
C49904275	dude_decoys_c	3.7613477707	3.7611703873	2.9945971966	2.6869294643
C01857467	dude_decoys_c	3.2892119884	1.8059631586	2.6215252876	1.6265585423
C39870915	dude_decoys_c	3.5777761936	3.1496667862	3.8898136616	4.2244777679
C37716651	dude_decoys_c	1.662040472	1.5203391314	1.3630895615	2.6363310814
C66574996	dude_decoys_c	3.0509777069	3.511136055	1.5595036745	3.3706672192
C37437446	dude_decoys_c	4.6948332787	3.3511450291	4.2887973785	4.2790255547
C58836836	dude_decoys_c	2.8880200386	1.827884078	1.3585242033	1.798160553
C48461360	dude_decoys_c	4.6045207977	3.6737699509	3.2053406239	3.7651028633
C16932114	dude_decoys_c	2.8439602852	2.5044515133	2.2804088593	2.4853301048
C62764126	dude_decoys_c	2.4025278091	1.600230217	1.4215079546	1.3696857691
C58253896	dude_decoys_c	3.8733808994	2.6093351841	2.4822473526	2.0297782421
C13434047	dude_decoys_c	3.1512036324	2.345707655	2.1761872768	1.1213427782
C37555291	dude_decoys_c	4.7617645264	2.0365550518	4.366039753	3.3528652191
C54108584	dude_decoys_c	4.9786381721	5.9498486519	4.4542951584	1.6362406015
C37411262	dude_decoys_c	4.1406459808	1.9600161314	1.2006644011	3.5070910454
C22238865	dude_decoys_c	1.7411276102	0.6410598159	3.1472399235	3.7335476875
C42622948	dude_decoys_c	3.8745629787	4.5708098412	5.5677275658	3.688331604
C11886619	dude_decoys_c	1.1335976124	1.6185228825	3.7107422352	4.0280184746
C37959850	dude_decoys_c	4.6472482681	1.4196685553	2.4554986954	1.9134649038
C12436953	dude_decoys_c	2.3876309395	2.7141423225	1.8044040203	2.7164552212
C61835267	dude_decoys_c	1.8067144156	2.0199491978	3.3056893349	1.7181856632
C48580446	dude_decoys_c	2.1439676285	2.6355569363	0.9623486996	3.9862749577
C16666323	dude_decoys_c	3.5520904064	3.8418662548	0.6861659884	1.4932280779
C08322723	dude_decoys_c	3.4570975304	2.4667432308	1.3292144537	1.1662362814
C48440655	dude_decoys_c	3.3972175121	3.6206085682	2.4758346081	4.4652314186
C29010963	dude_decoys_c	1.7368239164	1.6033642292	1.8013412952	1.3215186596
C36306703	dude_decoys_c	5.2339911461	6.2769575119	1.7853150368	3.8860898018
C39870724	dude_decoys_c	4.8438920975	4.1360459328	3.9976322651	4.2291579247
C35647511	dude_decoys_c	3.113067627	3.4795603752	2.3285181522	2.3778202534
C45774303	dude_decoys_c	1.7905378342	4.113366127	1.4897531271	2.5599489212
C37411248	dude_decoys_c	3.1963765621	1.0286334753	1.5923666954	1.3935582638
C52258899	dude_decoys_c	2.1776068211	4.6781744957	3.0205962658	2.3311719894
C32966491	dude_decoys_c	4.6685557365	4.5574193001	3.2992231846	2.5549025536
C13169940	dude_decoys_c	1.9335776567	2.6793487072	2.7501060963	1.2329261303
C49346800	dude_decoys_c	3.2683477402	3.9864699841	4.8708481789	4.2748146057
C11803053	dude_decoys_c	6.1302933693	6.0379486084	4.7578530312	5.2159590721
C39463378	dude_decoys_c	1.632709384	2.6097548008	2.8201994896	1.3844567537
C66255146	dude_decoys_c	3.1609256268	3.533475399	2.134016037	3.3934953213
C14257264	dude_decoys_c	2.4222362041	3.6135311127	2.8650040627	1.9414906502
C52538482	dude_decoys_c	1.4522813559	1.8308888674	1.7845124006	1.48942554
C11958560	dude_decoys_c	2.5060374737	3.6163125038	1.4517501593	1.9878413677
C17128855	dude_decoys_c	4.0813512802	3.5781943798	2.1658015251	2.9356985092
C05447872	dude_decoys_c	1.4294581413	3.1621758938	1.1057844162	2.3221566677
C38058478	dude_decoys_c	4.089407444	2.4302420616	2.6248121262	3.184276104
C17072210	dude_decoys_c	3.9000577927	5.4604010582	1.0969030857	3.5946662426
C22018180	dude_decoys_c	3.0323574543	0.9866500497	1.446015954	3.6493821144
C37960582	dude_decoys_c	1.5349338055	1.390075922	0.8627430797	0.8612115979
C13189647	dude_decoys_c	4.1548509598	4.8035593033	1.8185607195	1.381202817
C41666851	dude_decoys_c	2.6628315449	2.9277267456	2.3178560734	1.5767450333
C65284027	dude_decoys_c	5.2056179047	3.4957022667	3.1593284607	3.4484717846
C13458593	dude_decoys_c	2.1540970802	1.4936169386	2.3487305641	1.2354383469
C61826689	dude_decoys_c	1.3487676382	1.5773003101	2.2622742653	1.5732611418
C35095373	dude_decoys_c	3.943133831	3.4939637184	2.1044027805	4.2653956413
C40225108	dude_decoys_c	3.5210633278	4.0125145912	2.8414282799	3.3959846497
C63412950	dude_decoys_c	1.9599971771	2.1995697021	1.2825256586	2.2062964439
C22959694	dude_decoys_c	3.270935297	2.9806594849	5.6237149239	3.9692592621
C40116898	dude_decoys_c	3.0063457489	1.3009486198	1.7598255873	0.5604909658
C57352346	dude_decoys_c	1.9638520479	2.579031229	4.9438672066	3.0212733746
C67006376	dude_decoys_c	1.5529061556	2.8542602062	3.4825935364	2.6083054543
C63062234	dude_decoys_c	4.3288116455	3.5805830956	2.8780870438	3.8492414951
C65147757	dude_decoys_c	1.0020484924	3.6137554646	0.5404345393	1.1972131729
C60442087	dude_decoys_c	5.4676647186	2.9569215775	2.831256628	1.6330087185
C62827753	dude_decoys_c	4.7088389397	4.9633631706	4.001036644	2.6191673279
C37305148	dude_decoys_c	2.6850812435	2.2526466846	2.4740769863	1.2458223104
C51173415	dude_decoys_c	1.4292874336	2.7929081917	2.6481530666	0.7715941668
C50288503	dude_decoys_c	4.0454940796	4.1224608421	2.3050401211	3.8824663162
C47328624	dude_decoys_c	4.1005330086	4.6854820251	4.7497019768	4.4925265312
C40135012	dude_decoys_c	3.7440702915	5.0881495476	4.7607827187	2.9230234623
C20009741	dude_decoys_c	3.6340367794	3.8521811962	2.4801261425	3.2108175755
C13153689	dude_decoys_c	0.5586574674	0.9120434523	1.8053982258	1.1538932323
C11892861	dude_decoys_c	4.5672855377	4.9041996002	3.2828505039	3.5221071243
C06192648	dude_decoys_c	1.5532701015	2.1136975288	0.6277889013	1.9986879826
C59138126	dude_decoys_c	3.6967084408	3.225082159	2.5603616238	2.2746582031
C36983905	dude_decoys_c	2.7158534527	4.4301352501	3.3375868797	4.3243465424
C11407955	dude_decoys_c	4.546962738	4.7941074371	3.8640043736	4.1461167336
C59860293	dude_decoys_c	3.960817337	3.6847422123	3.2878746986	4.2366399765
C41627140	dude_decoys_c	5.9740219116	1.081238389	2.7516896725	4.7619709969
C59152762	dude_decoys_c	2.7366986275	2.808848381	1.9073008299	3.6496667862
C46053908	dude_decoys_c	2.5901563168	3.0621140003	2.3807859421	4.2036399841
C04737651	dude_decoys_c	4.0022158623	5.6375932693	3.7965092659	1.9613660574
C43769678	dude_decoys_c	1.211479187	2.5269217491	2.3647222519	1.3306827545
C62457303	dude_decoys_c	2.9519126415	4.6556034088	3.4469931126	4.3334813118
C61835578	dude_decoys_c	0.6919878125	2.8622145653	2.5095696449	1.2384463549
C06414270	dude_decoys_c	4.9851474762	4.7661762238	1.1937644482	2.6389114857
C42782781	dude_decoys_c	0.5708703399	2.9272391796	0.4218023419	3.0719015598
C02276918	dude_decoys_c	3.9899432659	2.6326935291	2.904034853	1.5694707632
C33293986	dude_decoys_c	2.7598729134	2.2303850651	2.3505415916	3.3092079163
C40114075	dude_decoys_c	1.2924220562	2.9004163742	2.0590863228	2.276227951
C58426916	dude_decoys_c	6.4354438782	5.6399717331	4.850643158	5.0575137138
C13434520	dude_decoys_c	1.345515132	1.9424566031	1.806222558	0.6724458933
C01496900	dude_decoys_c	2.2238729	2.2327196598	4.5848608017	1.593611002
C13442490	dude_decoys_c	1.5899369717	2.3181180954	1.1045310497	1.6542459726
C37116634	dude_decoys_c	3.3375885487	2.9538667202	3.1472086906	2.6572363377
C01047814	dude_decoys_c	3.2039043903	4.7726736069	3.12550807	2.9295575619
C03832533	dude_decoys_c	3.9358508587	5.1451396942	2.6135077477	3.8933768272
C60514889	dude_decoys_c	1.6752841473	3.6605200768	3.6791374683	3.7882359028
C55759587	dude_decoys_c	3.9860880375	1.6015357971	2.6837961674	2.1413953304
C65196127	dude_decoys_c	2.2530498505	4.8108034134	3.126491785	1.7924538851
C39765674	dude_decoys_c	1.7542637587	3.1114780903	2.3518686295	1.9891473055
C54079852	dude_decoys_c	1.0775437355	2.6666464806	3.8692536354	1.2461514473
C65042221	dude_decoys_c	4.0099215508	2.4740996361	1.1859025955	3.9698853493
C48572185	dude_decoys_c	4.0867929459	3.7062394619	3.743751049	3.1227974892
C15015486	dude_decoys_c	4.1144566536	1.1022661924	3.7294874191	1.0722788572
C58414742	dude_decoys_c	3.6510398388	5.5062537193	2.3920567036	3.733246088
C16525266	dude_decoys_c	2.6318891048	4.2826700211	3.6764736176	3.1016962528
C23371096	dude_decoys_c	1.3509508371	3.1742017269	1.6840069294	2.0309333801
C17198091	dude_decoys_c	3.2221157551	2.8923583031	1.713663578	2.6912064552
C58004206	dude_decoys_c	2.2387962341	3.1046490669	3.3913679123	2.917412281
C06623224	dude_decoys_c	2.082472086	3.6526827812	3.417339325	1.4046891928
C00903017	dude_decoys_c	2.3555724621	4.4372324944	3.1866190434	2.2856514454
C03115302	dude_decoys_c	4.9542198181	3.4946410656	1.4738773108	3.9370422363
C11884408	dude_decoys_c	1.2089341879	4.0864896774	2.3735225201	1.0608946085
C11893995	dude_decoys_c	5.9753088951	4.6085181236	3.8367168903	4.3189253807
C09232308	dude_decoys_c	4.2415733337	3.0184750557	1.7815364599	2.9951865673
C04044851	dude_decoys_c	1.750955224	3.3723652363	3.3234703541	1.8420264721
C65196114	dude_decoys_c	1.7638812065	1.123919487	2.3657102585	3.6190161705
C04754983	dude_decoys_c	5.1965909004	5.5655217171	3.5714092255	2.1690261364
C64871744	dude_decoys_c	5.9214577675	3.2587385178	4.1779303551	4.2885670662
C22184949	dude_decoys_c	1.8403117657	4.0751218796	3.4591944218	3.6010558605
C15828868	dude_decoys_c	3.5360462666	4.1681165695	2.7530932426	3.6329400539
C36752569	dude_decoys_c	1.4943985939	2.5261864662	3.6415638924	2.8783991337
C13389096	dude_decoys_c	0.5420738459	0.528730154	0.5252000093	1.413422823
C49591697	dude_decoys_c	2.0679292679	3.0153808594	0.8307890296	0.8462236524
C62763834	dude_decoys_c	2.9889161587	4.0495123863	3.3274712563	1.2439020872
C13388606	dude_decoys_c	0.9567382932	2.2733299732	4.3716831207	4.5212888718
C13388080	dude_decoys_c	1.0140573978	0.549131453	1.531283021	1.0820780993
C60353912	dude_decoys_c	2.3448402882	0.7943618894	1.4199000597	2.1415131092
C13009424	dude_decoys_c	5.0005116463	3.1283853054	3.0984954834	0.9220865965
C40139798	dude_decoys_c	5.5911622047	4.8787412643	3.2897865772	4.1534986496
C02504037	dude_decoys_c	1.5478096008	1.8088340759	3.812735796	2.4468045235
C38609962	dude_decoys_c	3.8617627621	3.4636087418	2.6028084755	3.2235126495
C06217826	dude_decoys_c	2.4975421429	2.8685619831	1.1261671782	3.2017793655
C16777288	dude_decoys_c	3.1955823898	0.7750638127	2.1750094891	3.0679061413
C66575124	dude_decoys_c	3.2105398178	4.7761325836	2.641813755	1.6304261684
C13223997	dude_decoys_c	3.4482731819	2.2994849682	3.9586353302	2.9046015739
C37794008	dude_decoys_c	1.0025161505	2.6703085899	3.370008707	1.3713732958
C55554935	dude_decoys_c	2.0397906303	4.4577121735	3.5713822842	2.1520190239
C57931070	dude_decoys_c	2.454829216	4.1619462967	2.8888657093	3.1695222855
C44222895	dude_decoys_c	3.2737195492	3.3341991901	2.5857598782	1.9204940796
C36757017	dude_decoys_c	1.2368117571	1.5255329609	1.6179647446	1.3752377033
C62827897	dude_decoys_c	1.1647129059	2.9341676235	5.2863740921	3.0581078529
C28248203	dude_decoys_c	2.3945996761	2.9488081932	1.6809244156	2.3933279514
C44244146	dude_decoys_c	2.4277017117	2.2988195419	3.3000888824	2.7573814392
C55549105	dude_decoys_c	4.495464325	3.6437699795	4.5716295242	4.2095580101
C05592474	dude_decoys_c	4.6612987518	4.6761474609	3.3841941357	4.6191725731
C00316455	dude_decoys_c	3.2274138927	3.107842207	3.089004755	1.5806283951
C35390326	dude_decoys_c	2.3419964314	3.1310319901	3.1813645363	3.3619675636
C62191639	dude_decoys_c	5.8492174149	4.8922753334	3.1632699966	2.0612061024
C13449454	dude_decoys_c	1.6598148346	2.3797221184	2.4835262299	2.9690921307
C06619349	dude_decoys_c	1.653742075	2.9413592815	2.1528358459	0.996373713
C12652855	dude_decoys_c	2.3527386189	3.6999597549	3.0174648762	1.0742942095
C41937640	dude_decoys_c	4.0631446838	4.2205452919	3.2741510868	3.3011775017
C48045896	dude_decoys_c	2.6079862118	3.0895619392	4.0110940933	3.6612665653
C49068619	dude_decoys_c	1.5209966898	3.0922167301	2.6047832966	3.8559813499
C09089808	dude_decoys_c	3.9018549919	4.2480573654	2.0490887165	3.9112570286
C48869417	dude_decoys_c	1.5680142641	5.0024752617	4.1076235771	4.7746238708
C13168201	dude_decoys_c	3.3634462357	2.5358462334	3.5623540878	3.1416347027
C33507675	dude_decoys_c	2.6806931496	3.5784235001	3.0865921974	4.271258831
C20005949	dude_decoys_c	0.9280161858	2.8530380726	3.1636662483	1.857349515
C00369507	dude_decoys_c	3.961016655	5.0692615509	2.0170550346	3.0693204403
C13572510	dude_decoys_c	1.6445034742	1.8033303022	2.0199244022	3.3095974922
C37905036	dude_decoys_c	1.2552725077	2.9381072521	3.0248100758	1.2121238708
C41231897	dude_decoys_c	5.0834617615	2.8766658306	2.2352945805	4.3244905472
C37367103	dude_decoys_c	3.4269087315	3.7429931164	3.3269505501	3.3007719517
C00656349	dude_decoys_c	2.7920484543	1.6589646339	1.7757618427	2.6247150898
C36139246	dude_decoys_c	1.7000015974	3.8905067444	1.9698718786	0.7916620374
C41572231	dude_decoys_c	2.20703578	0.9888666272	0.7961133122	4.4869179726
C66255234	dude_decoys_c	1.2517621517	3.5497510433	4.1461410522	3.0971846581
C02536816	dude_decoys_c	3.1817235947	3.3930997849	2.7906095982	2.9200217724
C60800179	dude_decoys_c	1.8960444927	1.8125324249	1.3045655489	1.8732333183
C38107753	dude_decoys_c	2.2109103203	2.0775616169	3.4123456478	4.1829419136
C52200666	dude_decoys_c	3.9490785599	4.9068169594	3.6255095005	4.5157938004
C07587332	dude_decoys_c	2.2806203365	2.5933077335	1.1329063177	0.7383304834
C60441829	dude_decoys_c	3.481949091	3.9948647022	2.0276434422	4.0148949623
C13442379	dude_decoys_c	1.5194821358	2.4507858753	1.4139291048	0.8932682872
C41958079	dude_decoys_c	3.3400502205	4.7255792618	4.0652561188	4.3302249908
C45924678	dude_decoys_c	5.1858782768	4.7714157104	2.6003882885	3.5302050114
C65215483	dude_decoys_c	1.9240646362	0.5303351879	0.3275541961	3.6479406357
C12311537	dude_decoys_c	4.2733230591	5.2335782051	1.0296884775	3.6306860447
C37792009	dude_decoys_c	1.8315374851	2.7842292786	3.0110275745	2.4103300571
C11890830	dude_decoys_c	2.3431315422	4.6491818428	3.8878383636	4.0442447662
C41750144	dude_decoys_c	2.4685549736	1.949967742	1.2211328745	5.2586078644
C40215528	dude_decoys_c	1.8877048492	2.1535742283	3.0813477039	1.5367455482
C41035227	dude_decoys_c	3.3232655525	0.908416748	2.8306865692	3.172878027
C57633274	dude_decoys_c	4.1941571236	3.7077283859	2.5872998238	4.5986237526
C37367125	dude_decoys_c	2.7115421295	3.5459089279	3.3693828583	3.4004836082
C41627588	dude_decoys_c	5.3163313866	6.1816291809	3.6147794724	1.3468735218
C43726289	dude_decoys_c	2.0228357315	1.7067753077	1.1177510023	1.7093054056
C36176094	dude_decoys_c	2.768611908	1.4514554739	2.1216011047	2.8014030457
C13442022	dude_decoys_c	2.1820101738	1.7181618214	0.4070492685	1.4203392267
C13233056	dude_decoys_c	3.562792778	4.5538778305	3.164825201	4.5237884521
C14257095	dude_decoys_c	3.3940391541	4.1354193687	2.268750906	3.6371533871
C39408770	dude_decoys_c	3.7964799404	3.7479248047	4.1899266243	4.2691035271
C60554537	dude_decoys_c	5.4145245552	4.5169763565	1.7102229595	2.5930149555
C00442860	dude_decoys_c	2.234744072	1.6077969074	2.6907453537	2.075565815
C11896641	dude_decoys_c	4.772559166	4.6189346313	3.603821516	4.0180001259
C13443167	dude_decoys_c	1.9597580433	2.269299984	3.0004248619	2.0841321945
C32180720	dude_decoys_c	3.1674644947	2.9839823246	3.7882084846	1.7679229975
C13388652	dude_decoys_c	1.8723142147	1.8892768621	3.8578677177	1.5543828011
C26330340	dude_decoys_c	2.2130105495	1.1027415991	1.4504119158	1.8346700668
C54197425	dude_decoys_c	3.8908758163	2.7720315456	4.091322422	2.3477289677
C42256085	dude_decoys_c	3.5992021561	4.7038321495	3.6061816216	3.1053166389
C13062252	dude_decoys_c	2.5028431416	1.4870834351	1.6902428865	0.9384049773
C26257518	dude_decoys_c	2.1741034985	2.1226198673	2.9067442417	2.4335877895
C37959703	dude_decoys_c	1.2219349146	2.0217728615	2.6281924248	1.7161284685
C16488003	dude_decoys_c	1.9843049049	5.7227196693	4.0993638039	3.1069011688
